doc,left,top,right,bottom,text,font_size,font_family,color,bold,italic,column,label
adelejenkins.pdf,108,1053,295,1071,Weekend News Anchor,14,Times,#000000,True,True,0,null
adelejenkins.pdf,709,1053,814,1071,[1999 2000],14,Times,#000000,False,False,0,null
adelejenkins.pdf,342,1161,576,1173,Resume Contributed for Sample Purposes Only,10,Times,#00549c,False,False,0,null
adelejenkins.pdf,728,1161,910,1173,Written by 1st Rate Resumes\, 2008,10,Times,#00549c,False,False,0,null
adelejenkins.pdf,337,702,660,887,Sample,164,Times,#000000,False,False,null,null
adelejenkins.pdf,108,124,224,142,Adele Jenkins,14,Times,#000000,True,False,null,null
adelejenkins.pdf,370,124,552,142,adelejenkins@aol.com,14,Times,#000000,True,False,null,null
adelejenkins.pdf,737,124,814,142,Page two,14,Times,#000000,True,False,null,null
adelejenkins.pdf,108,166,433,184,SELF-EMPLOYED Colorado Springs\, CO,14,Times,#000000,False,False,null,null
adelejenkins.pdf,718,166,814,184,1996 1998,14,Times,#000000,True,False,null,null
adelejenkins.pdf,108,185,237,203,Family Manager,14,Times,#000000,True,True,null,null
adelejenkins.pdf,108,223,510,241,KOAA-TV/Eyewitness News Colorado Springs\, CO,14,Times,#000000,True,False,null,null
adelejenkins.pdf,718,223,814,241,1994 1996,14,Times,#000000,True,False,null,null
adelejenkins.pdf,108,242,642,260,Reporter / Anchor / Producer / Assignment Editor at an NBC affiliate.,14,Times,#000000,True,True,null,null
adelejenkins.pdf,135,260,787,280,Handled the weekend newscast\, from planning and assigning coverage\, to producing,14,Times,#000000,False,False,null,null
adelejenkins.pdf,162,281,319,299,and anchoring show.,14,Times,#000000,False,False,null,null
adelejenkins.pdf,135,299,734,319,Produced and hosted Concern\, a taped public affairs program that aired daily.,14,Times,#000000,False,False,null,null
adelejenkins.pdf,135,319,781,339,Wrote and edited multiple packages daily and reported live from planned events and,14,Times,#000000,False,False,null,null
adelejenkins.pdf,162,340,278,358,breaking news.,14,Times,#000000,False,False,null,null
adelejenkins.pdf,135,358,595,378,Served as fill-in Producer of the 5\, 6 and 10PM newscasts.,14,Times,#000000,False,False,null,null
adelejenkins.pdf,108,398,352,416,KMGH-TV/7News Denver\, CO,14,Times,#000000,True,False,null,null
adelejenkins.pdf,718,398,814,416,1993 1994,14,Times,#000000,True,False,null,null
adelejenkins.pdf,108,417,577,435,Associate Producer of Daybreak at a CBS affiliate (now ABC.),14,Times,#000000,True,True,null,null
adelejenkins.pdf,135,435,746,455,Monitored feeds and viewed overnight video; edited PKGs to VO/SOTS; helped,14,Times,#000000,False,False,null,null
adelejenkins.pdf,162,456,648,474,research background information\, track sources\, and write scripts.,14,Times,#000000,False,False,null,null
adelejenkins.pdf,108,494,348,512,KUSA-TV/9News Denver\, CO,14,Times,#000000,True,False,null,null
adelejenkins.pdf,773,494,814,512,1993,14,Times,#000000,True,False,null,null
adelejenkins.pdf,108,513,714,531,PT Associate Producer of the midday and evening newscasts at an ABC affiliate.,14,Times,#000000,True,True,null,null
adelejenkins.pdf,135,531,705,551,Logged network feeds; wrote\, separated\, and distributed scripts; operated,14,Times,#000000,False,False,null,null
adelejenkins.pdf,162,552,277,570,TelePrompTer.,14,Times,#000000,False,False,null,null
adelejenkins.pdf,108,590,215,608,Sports Intern,14,Times,#000000,True,True,null,null
adelejenkins.pdf,712,590,815,608,[Spring 1993],14,Times,#000000,False,False,null,null
adelejenkins.pdf,203,628,728,655,Telethons\, Special Events\, & Live Appearances,22,Times,#000000,False,False,null,null
adelejenkins.pdf,190,674,733,692,St. Jude Dream Home Telethon Colorado Springs\, CO 2001 Present,14,Times,#000000,False,False,null,null
adelejenkins.pdf,241,693,681,711,Hospice Telethon Colorado Springs\, CO 2001 Present,14,Times,#000000,False,False,null,null
adelejenkins.pdf,327,731,605,758,Community Involvement,22,Times,#000000,False,False,null,null
adelejenkins.pdf,355,778,568,796,Pikes Peak Humane Society,14,Times,#000000,False,False,null,null
adelejenkins.pdf,310,797,613,815,Girl Scouts of America/Pikes Peak Troop,14,Times,#000000,False,False,null,null
adelejenkins.pdf,327,816,600,834,Team Captain Bowl for Kids Sake,14,Times,#000000,False,False,null,null
adelejenkins.pdf,373,854,558,881,Technical Skills,22,Times,#000000,False,False,null,null
adelejenkins.pdf,161,900,761,918,AP NewsCenter DMG Pathfire MS Windows 2000 DVC Pro Beta Outlook,14,Times,#000000,False,False,null,null
adelejenkins.pdf,402,938,529,965,Education,22,Times,#000000,False,False,null,null
adelejenkins.pdf,290,985,633,1003,THE University OF COLORADO Boulder,14,Times,#000000,False,False,null,school
adelejenkins.pdf,284,1004,638,1022,Bachelor of Arts in Broadcast Journalism 1993,14,Times,#000000,False,False,null,degree|gradyear
adelejenkins.pdf,342,1161,576,1173,Resume Contributed for Sample Purposes Only,10,Times,#00549c,False,False,null,null
adelejenkins.pdf,728,1161,910,1173,Written by 1st Rate Resumes\, 2008 ,10,Times,#00549c,False,False,null,null
aislinn.pdf,318,56,587,105,Aislinn Abbi,41,Times,#ff6060,True,False,null,name
aislinn.pdf,368,112,530,132,A5B 402B New York,16,Times,#000000,False,False,null,null
aislinn.pdf,235,132,661,152,New York\, USA United State of America\, PO BOX 8173,16,Times,#000000,False,False,null,null
aislinn.pdf,275,153,622,173,Mob: 963-6488 Email: aislinn.abbi@nyu.edu,16,Times,#000000,False,False,null,null
aislinn.pdf,54,212,175,232,EDUCATION:,16,Times,#000000,True,False,null,null
aislinn.pdf,54,233,459,253,Interactive Learning Systems Houston (2006 2013),16,Times,#000000,False,False,null,school
aislinn.pdf,54,253,462,273,9 A*-A in DDFE including Math\, Science and English.,16,Times,#000000,False,False,null,null
aislinn.pdf,54,274,473,294,Law\, History and Economics and Theatre at FDE A-level,16,Times,#000000,False,False,null,null
aislinn.pdf,54,295,811,315,Current: Economics & Finance - Sophomore at Central Connecticut State University New Britain\, CT,16,Times,#000000,False,False,null,school
aislinn.pdf,54,336,179,356,LANGUAGES:,16,Times,#000000,True,False,null,null
aislinn.pdf,54,357,505,377,Fluent in Farsi and English and Arabic (working proficiency).,16,Times,#000000,False,False,null,null
aislinn.pdf,54,398,246,418,WORK EXPERIENCE:,16,Times,#000000,True,False,null,null
aislinn.pdf,54,424,345,444,Luxury Sales Consultant 2013/2014,16,Times,#000000,True,False,null,null
aislinn.pdf,54,445,556,465,Apple (World flagship store 435 Redhood Street\, Mayfair\, London),16,Times,#000000,False,True,null,null
aislinn.pdf,81,471,463,489,Meeting and exceeding targets (KPIs and ATV),16,Times,#000000,False,False,null,null
aislinn.pdf,81,493,489,511,Making digital sales via an iPad and online database,16,Times,#000000,False,False,null,null
aislinn.pdf,81,515,291,533,Luxury customer service,16,Times,#000000,False,False,null,null
aislinn.pdf,81,537,379,555,Tailored advice to specialized clients,16,Times,#000000,False,False,null,null
aislinn.pdf,81,558,359,576,Working with a large team (150+),16,Times,#000000,False,False,null,null
aislinn.pdf,81,580,193,598,Till trained,16,Times,#000000,False,False,null,null
aislinn.pdf,54,611,402,631,Sales Assistant & Stockroom Support 2013,16,Times,#000000,True,False,null,null
aislinn.pdf,54,632,469,652,UGG California (10 Drive Ave\, Los Angeles\, California),16,Times,#000000,False,True,null,null
aislinn.pdf,81,657,264,675,Organizing the home,16,Times,#000000,False,False,null,null
aislinn.pdf,81,680,420,698,Customer service and back of house duties,16,Times,#000000,False,False,null,null
aislinn.pdf,81,702,256,720,Advising customers,16,Times,#000000,False,False,null,null
aislinn.pdf,81,724,270,742,Visual merchandising,16,Times,#000000,False,False,null,null
aislinn.pdf,54,761,298,781,LEADERSHIP EXPERIENCE,16,Times,#000000,True,False,null,null
aislinn.pdf,54,789,702,809,Member of Youth Parliament & Chairman of Newman Youth Council (2008-2013),16,Times,#000000,True,False,null,null
aislinn.pdf,81,814,704,832,Elected to represent the 28\,000 young people in the London Borough of Newman.,16,Times,#000000,False,False,null,null
aislinn.pdf,81,837,836,855,Led 'In Youth We Trust' campaign to change the negative perception of youth in London after riots.,16,Times,#000000,False,False,null,null
aislinn.pdf,81,859,789,877,Worked with my youth council to prevent 695\,000 worth of cuts to Newman Youth Services,16,Times,#000000,False,False,null,null
aislinn.pdf,108,876,554,896,through strategic consultation with local councilors and MPs.,16,Times,#000000,False,False,null,null
aislinn.pdf,81,901,552,919,Debated in the House of Commons live on BBC Parliament.,16,Times,#000000,False,False,null,null
aislinn.pdf,81,923,695,941,Invited speaker of House of Commons Rt. Alex Alberto Newman to visit school.,16,Times,#000000,False,False,null,null
aislinn.pdf,54,958,741,978,Platinum Adult Ambassador and Adult Sport Trust National Steering group (2005-2009),16,Times,#000000,True,False,null,null
aislinn.pdf,81,983,805,1001,Recruited as 1 of 14 members of the YST Young Ambassador Steering Group to set the agenda.,16,Times,#000000,False,False,null,null
aislinn.pdf,81,1005,808,1023,Trained in social entrepreneurship\, marketing and digital marketing\, social media and leadership,16,Times,#000000,False,False,null,null
aislinn.pdf,108,1022,389,1042,strategies in 'Future Leaders' Program.,16,Times,#000000,False,False,null,null
aislinn.pdf,81,1048,735,1066,Worked on a program called 'Lead your Generation' as a London 2012 legacy project.,16,Times,#000000,False,False,null,null
aislinn.pdf,81,1070,587,1088,Selected as 1 of 2 young speakers at Doha Goals Forum in Qatar.,16,Times,#000000,False,False,null,null
aislinn.pdf,81,1092,730,1110,Represented YST on BBC 5 Live Radio regarding sports funding after the Olympics.,16,Times,#000000,False,False,null,null
aislinn.pdf,81,1114,753,1132,Hosted the London School Games opening ceremony with over five thousand delegates.,16,Times,#000000,False,False,null,null
aislinn.pdf,54,1150,455,1170,Sports Leader at Sports Leaders USA (2009 2011),16,Times,#000000,True,False,null,null
aislinn.pdf,81,60,831,78,Completed 450+ hours of community volunteering in local sports clubs and schools with a focus on,16,Times,#000000,False,False,null,null
aislinn.pdf,108,77,494,97,coaching\, getting girls active and Paralympic sports. ,16,Times,#000000,False,False,null,null
alonso.pdf,277,749,829,1248,Before,373,Times,#000000,False,False,null,null
alonso.pdf,108,68,260,82,MIGUEL A. ALONSO,13,Times,#000000,True,False,0,name
alonso.pdf,108,86,818,100,===================================================================================,13,Times,#000000,False,False,0,null
alonso.pdf,732,103,825,117,P.O. Box 1021,13,Times,#000000,False,False,0,null
alonso.pdf,631,120,824,134,Rio Grande\, Puerto Rico 05291,13,Times,#000000,False,False,0,null
alonso.pdf,689,138,833,152,Home: 566-802-3252,13,Times,#000000,False,False,0,null
alonso.pdf,694,156,825,170,Work: 566-427-0009,13,Times,#000000,False,False,0,null
alonso.pdf,637,173,825,187,Email: malonso@hotmail.com,13,Times,#000000,False,False,0,null
alonso.pdf,417,225,516,240,OBJECTIVE,14,Times,#000000,True,False,0,null
alonso.pdf,108,261,828,275,A challenging position in a Manufacturing\, Engineering or Facilities Operational environment where my overall,13,Times,#000000,False,False,0,null
alonso.pdf,108,278,825,292,management and technical background\, along with the leadership and decision making capabilities\, will be combined,13,Times,#000000,False,False,0,null
alonso.pdf,108,296,575,310,to render the most benefit to the company. BACKGROUND SUMMARY,13,Times,#000000,False,False,0,null
alonso.pdf,108,366,831,380,Diverse experience in Management and Operations within Manufacturing\, Environmental\, Quality\, Facility,13,Times,#000000,False,False,0,null
alonso.pdf,108,384,830,398,Engineering and Maintenance disciplines. Major strengths in leadership\, motivation\, communication and the,13,Times,#000000,False,False,0,null
alonso.pdf,108,401,389,415,development of a result oriented organization.,13,Times,#000000,False,False,0,null
alonso.pdf,344,453,589,468,PROFESSIONAL EXPERIENCE,14,Times,#000000,True,False,0,null
alonso.pdf,108,529,234,543,JOHNSON,13,Times,#000000,True,False,0,null
alonso.pdf,184,529,250,543,&,13,Times,#000000,True,False,0,null
alonso.pdf,200,529,741,543,JOHNSON JUNE,13,Times,#000000,True,False,0,null
alonso.pdf,691,529,775,543,2003,13,Times,#000000,True,False,0,null
alonso.pdf,728,529,794,543,to,13,Times,#000000,True,False,0,null
alonso.pdf,748,529,850,543,Present,13,Times,#000000,True,False,0,null
alonso.pdf,108,580,437,594,MANUFACTURING OPERATIONS DIRECTOR,13,Times,#000000,True,False,0,null
alonso.pdf,594,580,760,594,January 2004 to Present,13,Times,#000000,True,False,0,null
alonso.pdf,108,597,796,611,Responsible for the manufacturing operations of MPO\, Parenterals Oncological / Non Oncological and Biological,13,Times,#000000,False,False,0,null
alonso.pdf,108,615,390,629,products. Major accomplishments in areas of:,13,Times,#000000,False,False,0,null
alonso.pdf,135,647,573,665,Achieved increase of first pass quality yield from 78% to 95 %,13,Times,#000000,False,False,0,null
alonso.pdf,135,666,558,684,Frozen Schedule attainment improvement from 72% to 96%,13,Times,#000000,False,False,0,null
alonso.pdf,135,684,826,702,Deployment of an organization development plan to support flexible work force to reduce idle time,13,Times,#000000,False,False,0,null
alonso.pdf,162,706,292,720,from 35% to 10%.,13,Times,#000000,True,False,0,null
alonso.pdf,108,741,482,755,FACILITIES AND ENGINEERING DIRECTOR,13,Times,#000000,True,False,0,null
alonso.pdf,432,741,679,755,June,13,Times,#000000,True,False,0,null
alonso.pdf,629,741,713,755,2003,13,Times,#000000,True,False,0,null
alonso.pdf,662,741,781,755,to December 2003,13,Times,#000000,True,False,0,null
alonso.pdf,108,758,801,772,Responsible for the upkeep of 6 Buildings within the Manufacturing Site. This upkeep ranges from maintaining all,13,Times,#000000,False,False,0,null
alonso.pdf,108,775,814,789,utilities in support of the entire site to the surveillance and maintenance of all aseptic areas supporting manufacturing,13,Times,#000000,False,False,0,null
alonso.pdf,108,792,730,806,operations. Responsible for Site projects development and implementation in support of the operation.,13,Times,#000000,False,False,0,null
alonso.pdf,135,823,813,841,Provided and executed plan to transition from TriMax to Maximo Maintenance Management System,13,Times,#000000,False,False,0,null
alonso.pdf,135,841,550,859,Developed a 5 year maintenance and facility operating plan.,13,Times,#000000,False,False,0,null
alonso.pdf,135,860,829,878,Completed the acquision and intallation of a new Kikusui containment tablet compression unit,13,Times,#000000,False,False,0,null
alonso.pdf,162,882,521,896,supporting the OSD manufacturing of critical product.,13,Times,#000000,True,False,0,null
alonso.pdf,108,934,370,948,MGM OPTICAL LABORATORY\, INC,13,Times,#000000,True,False,0,null
alonso.pdf,648,934,808,948,NOV 1998 to MAY 2003,13,Times,#000000,True,False,0,null
alonso.pdf,108,985,563,999,OPERATIONS MANAGER- Acrylic and Silicone IOL Manufacturing,13,Times,#000000,True,False,0,null
alonso.pdf,594,985,738,999,Jan 2003 to May 2003,13,Times,#000000,True,False,0,null
alonso.pdf,108,1002,809,1016,Responsible for the management of two Manufacturing Operations within a centralized organizational environment.,13,Times,#000000,False,False,0,null
alonso.pdf,135,1033,826,1051,Re-organized and stabilized the Silicone IOL operation in the area of productivity\, product yield and,13,Times,#000000,False,False,0,null
alonso.pdf,162,1055,644,1069,identifying areas of improvement (wastes). 6 Exempts\, 14 Hrly's\, 380 DLs.,13,Times,#000000,True,False,0,null
alonso.pdf,135,1069,499,1087,Business Operational Budget Responsibility of 29M.,13,Times,#000000,False,False,0,null
alonso.pdf,135,1087,567,1105,Implementation of Lean manufacturing for Acrylic operation.,13,Times,#000000,False,False,0,null
alonso.pdf,342,1164,576,1178,Resume Contributed for Sample Purposes Only,10,Times,#aaaaaa,False,False,0,null
alonso.pdf,738,1164,910,1178,Written by AResumeWizard.com,10,Times,#aaaaaa,False,False,0,null
alonso.pdf,277,749,829,1248,Before,373,Times,#000000,False,False,null,null
alonso.pdf,108,103,166,117,Page 2,13,Times,#000000,False,False,0,null
alonso.pdf,594,103,823,117,Miguel A. Alonso,13,Times,#000000,False,False,0,null
alonso.pdf,108,155,490,169,OPERATIONS MANAGER- Acrylic IOL Manufacturing,13,Times,#000000,True,False,0,null
alonso.pdf,594,155,736,169,July 2001 to Jan 2003,13,Times,#000000,True,False,0,null
alonso.pdf,108,172,787,186,Responsible for the management of a Manufacturing Operation within a centralized organizational environment.,13,Times,#000000,False,False,0,null
alonso.pdf,135,203,519,221,Increased product yield from 75% to a sustained 88%.,13,Times,#000000,False,False,0,null
alonso.pdf,135,221,826,239,Through process and productivity improvements obtained a 10% headcount reduction with a bottom,13,Times,#000000,False,False,0,null
alonso.pdf,162,243,728,257,line positive result of 1.2M by the closing of 2002 calendar year as compared to forecast.,13,Times,#000000,True,False,0,null
alonso.pdf,135,257,761,275,Build a cohesive and bottom line result oriented organization. 5 Exempts\, 8 Hrly's\, 175 DL's.,13,Times,#000000,False,False,0,null
alonso.pdf,135,275,499,293,Business Operational Budget Responsibility of 12M.,13,Times,#000000,False,False,0,null
alonso.pdf,108,314,544,328,OPERATIONS MANAGER- Packs and Unfolder Manufacturing,13,Times,#000000,True,False,0,null
alonso.pdf,594,314,739,328,Nov 1998 to July 2001,13,Times,#000000,True,False,0,null
alonso.pdf,108,331,822,345,Responsible for the management of a Manufacturing Operation to include Manufacturing\,\, Quality\, and Engineering.,13,Times,#000000,False,False,0,null
alonso.pdf,135,362,689,380,Successful transfer of the Packs and Unfolder Surgical Business from Lenoir N.C,13,Times,#000000,False,False,0,null
alonso.pdf,162,384,537,398,to Aasco Puerto Rico without product supply disruption.,13,Times,#000000,True,False,0,null
alonso.pdf,135,398,642,416,Achieved productivity improvements yielding a 15% headcount reduction.,13,Times,#000000,False,False,0,null
alonso.pdf,135,416,822,434,Design and implemented continuous product flow line using lean manufacturing techniques.,13,Times,#000000,False,False,0,null
alonso.pdf,162,438,353,452,4 Exempts\, 2 Hrly's\, 98 DL's.,13,Times,#000000,True,False,0,null
alonso.pdf,135,452,499,470,Business Operational Budget Responsibility of 14M.,13,Times,#000000,False,False,0,null
alonso.pdf,108,508,367,522,CIRCUITRY INC. Of PUERTO RICO,13,Times,#000000,True,False,0,null
alonso.pdf,648,508,808,522,MAY 1998 to NOV 1998,13,Times,#000000,True,False,0,null
alonso.pdf,108,543,478,557,GENERAL MANAGER - Professional services contract,13,Times,#000000,True,False,0,null
alonso.pdf,108,560,827,574,Recruited by the Board of Directors to restructure the Organization in order to provide a transition to operation,13,Times,#000000,False,False,0,null
alonso.pdf,108,577,826,591,closure. Responsibility includes Manufacturing\, Material management\, Quality\, Manufacturing Engineering\, Human,13,Times,#000000,False,False,0,null
alonso.pdf,108,595,367,609,Resources\, Finance\, Sales and Marketing.,13,Times,#000000,False,False,0,null
alonso.pdf,108,664,389,678,COMPAQ COMPUTER CORPORATION,13,Times,#000000,True,False,0,null
alonso.pdf,594,664,721,678,1996 to MAY 1998,13,Times,#000000,True,False,0,null
alonso.pdf,108,698,269,712,GENERAL MANAGER,13,Times,#000000,True,False,0,null
alonso.pdf,108,715,827,729,Responsible for the management of all Manufacturing Operations to include Manufacturing\, Material management,13,Times,#000000,False,False,0,null
alonso.pdf,108,733,683,747,Quality\, Manufacturing Engineering\, Human Resources\, Finance and Information Technology.,13,Times,#000000,False,False,0,null
alonso.pdf,135,764,794,782,Develop and implemented a computerized Master Production Scheduling for the production floor.,13,Times,#000000,False,False,0,null
alonso.pdf,135,782,781,800,Develop and implemented a comprehensive transfer plan from Arecibo to Aguada in three days.,13,Times,#000000,False,False,0,null
alonso.pdf,135,800,764,818,Increase productivity by 20% and unit volumes increase from 400 k to 650 k units per month.,13,Times,#000000,False,False,0,null
alonso.pdf,108,857,302,871,CARBIDE PRODUCTS INC.,13,Times,#000000,True,False,0,null
alonso.pdf,648,857,739,871,1993 to 1996,13,Times,#000000,True,False,0,null
alonso.pdf,108,891,269,905,GENERAL MANAGER,13,Times,#000000,True,False,0,null
alonso.pdf,108,908,791,922,Responsible for the management of all Business Operations to include Manufacturing\, Material management and,13,Times,#000000,False,False,0,null
alonso.pdf,108,926,775,940,logistics\, Quality\, Engineering (to include product/process development)\, Human Resources\, Finance\, Sales &,13,Times,#000000,False,False,0,null
alonso.pdf,108,943,653,957,Marketing planning and execution\, and Information Systems within a Union environment.,13,Times,#000000,False,False,0,null
alonso.pdf,135,974,617,992,Implemented an aggressive Sales plan that yielded an increase of 22%.,13,Times,#000000,False,False,0,null
alonso.pdf,135,992,771,1010,Established continuous improvement plan that decreased the manufacturing variance by 64%.,13,Times,#000000,False,False,0,null
alonso.pdf,135,1010,828,1028,Developed and executed plan to get back to profitability yielding an Income before Income Tax,13,Times,#000000,False,False,0,null
alonso.pdf,162,1032,279,1046,increase of 480%.,13,Times,#000000,True,False,0,null
alonso.pdf,135,1046,732,1064,Designed operational Scrap reduction program that resulted in an improvement of 39%.,13,Times,#000000,False,False,0,null
alonso.pdf,135,1064,827,1082,Selected by the Puerto Rico Manufacturer Association as the 1996 Industrialist of the year for the,13,Times,#000000,False,False,0,null
alonso.pdf,162,1086,267,1100,Mayaguez area.,13,Times,#000000,True,False,0,null
alonso.pdf,135,1100,634,1118,Developed and executed implementation plans for ISO 9000 certification.,13,Times,#000000,False,False,0,null
alonso.pdf,342,1164,576,1178,Resume Contributed for Sample Purposes Only,10,Times,#aaaaaa,False,False,0,null
alonso.pdf,738,1164,910,1178,Written by AResumeWizard.com,10,Times,#aaaaaa,False,False,0,null
alonso.pdf,277,749,829,1248,Before,373,Times,#000000,False,False,null,null
alonso.pdf,108,103,166,117,Page 3,13,Times,#000000,False,False,0,null
alonso.pdf,594,103,823,117,Miguel A. Alonso,13,Times,#000000,False,False,0,null
alonso.pdf,108,138,551,152,CIRCLE COMPONENTS CORPORATION,13,Times,#000000,False,False,0,null
alonso.pdf,540,138,732,152,1992,13,Times,#000000,True,False,0,null
alonso.pdf,686,138,753,152,to,13,Times,#000000,True,False,0,null
alonso.pdf,706,138,740,152,1993,13,Times,#000000,True,False,0,null
alonso.pdf,108,172,563,186,VICE PRESIDENT OF OPERATIONS AND GENERAL MANAGER,13,Times,#000000,True,False,0,null
alonso.pdf,108,189,827,203,Responsible for the management of all Manufacturing and Business Operations to include Production Operations\,,13,Times,#000000,False,False,0,null
alonso.pdf,108,206,826,220,Production Control\, Materials Management\, Quality and Business Manufacturing Engineering\, Personnel\, Finance\,,13,Times,#000000,False,False,0,null
alonso.pdf,108,224,383,238,Sales and Marketing planning and execution.,13,Times,#000000,False,False,0,null
alonso.pdf,135,254,290,272,Operations Startup,13,Times,#000000,False,False,0,null
alonso.pdf,108,328,501,342,ELECTRONICS EQUIPMENT CORP. OF PUERTO RICO,13,Times,#000000,True,False,0,null
alonso.pdf,594,328,739,342,1975 to 1992,13,Times,#000000,False,False,0,null
alonso.pdf,108,363,464,377,PRINTED WIRING BOARD BUSINESS MANAGER/,13,Times,#000000,True,False,0,null
alonso.pdf,108,380,502,394,ENVIRONMENTAL HEALTH AND SAFETY MANAGER,13,Times,#000000,True,False,0,null
alonso.pdf,594,380,678,394,1989 to 1992,13,Times,#000000,True,False,0,null
alonso.pdf,108,397,828,411,Responsible for the integration and management of a $26M business for the manufacturing and procurement of,13,Times,#000000,False,False,0,null
alonso.pdf,108,414,826,428,printed wiring boards. This integrated business included the management of 350 employees\, Production Operations\,,13,Times,#000000,False,False,0,null
